x,y,alt
399751.488270,4091880.354805,123.444
399751.159295,4091880.391980,123.454
399750.856894,4091880.417746,123.454
399750.527788,4091880.443827,123.465
399750.225387,4091880.469593,123.460
399749.896412,4091880.506768,123.464
399749.585241,4091880.543733,123.448
399749.283234,4091880.602781,123.434
399748.954390,4091880.651050,123.428
399748.607874,4091880.710624,123.420
399748.279554,4091880.803268,123.422
399747.942202,4091880.884925,123.417
399747.613621,4091880.955382,123.420
399747.294072,4091881.036827,123.425
399746.965622,4091881.118378,123.425
399746.654713,4091881.177531,123.427
399746.344066,4091881.258872,123.407
399746.033551,4091881.351306,123.427
399745.740576,4091881.421342,123.425
399745.465406,4091881.491168,123.403
399745.198875,4091881.538701,123.397
399744.932607,4091881.608421,123.401
399744.684011,4091881.666837,123.387
399744.453087,4091881.713949,123.402
399744.240099,4091881.771944,123.404
399744.008913,4091881.796868,123.397
399743.768563,4091881.799710,123.398
399743.537377,4091881.824634,123.417
399743.323470,4091881.804972,123.428
399743.082989,4091881.796720,123.423
399742.878509,4091881.821328,123.423
399742.665258,4091881.857136,123.420
399742.460909,4091881.892838,123.428
399742.274495,4091881.939423,123.424
399742.052342,4091881.975336,123.415
399741.901273,4091881.999313,123.411
399741.741433,4091882.034489,123.406
399741.616807,4091882.035963,123.410
399741.519149,4091882.059308,123.393
399741.412458,4091882.071665,123.395
399741.296865,4091882.084127,123.416
