human_time,timestamp,qx,qy,qz,qw,wx,wy,wz,ax,ay,az
2026-02-18 21:20:49.001,1771417249.001739,-0.07839030204723357,-0.002625760303505862,0.9969000603737731,0.006191571249669889,0.019024088846738195,-0.017278759594743863,0.0012217304763960308,0.8727918499999999,-0.0980665,9.845876599999999
2026-02-18 21:20:49.011,1771417249.011639,-0.07847653502838449,-0.002545030030213782,0.9968939816480088,0.00611110677892843,0.0019198621771937625,-0.022514747350726852,-0.0029670597283903604,1.55925735,-0.0588399,9.52225715
2026-02-18 21:20:49.021,1771417249.021515,-0.07865052412208189,-0.0025438797539161398,0.9968802764962302,0.006110488026258788,-0.0054105206811824215,0.01815142422074103,0.0,1.6475172,-0.02941995,9.71839015
2026-02-18 21:20:49.031,1771417249.031376,-0.07847729741296858,-0.0026251770056429694,0.9968932192634248,0.0061912537543578495,-0.015009831567151233,0.015009831567151233,-0.0010471975511965976,0.8237586,-0.14709974999999997,9.7674234
2026-02-18 21:20:49.041,1771417249.041392,-0.07847729741296858,-0.0026251770056429694,0.9968932192634248,0.0061912537543578495,0.017976891295541596,-0.027925268031909273,0.00017453292519943296,1.16699135,-0.14709974999999997,9.757616749999999
2026-02-18 21:20:49.051,1771417249.051398,-0.07856397276894474,-0.0025307429403858923,0.9968860511491804,0.006284786959299031,0.006283185307179586,-0.012915436464758038,-0.0008726646259971648,1.6965504499999997,-0.0196133,9.502643849999998
2026-02-18 21:20:49.061,1771417249.061391,-0.07856397276894474,-0.0025307429403858923,0.9968860511491804,0.006284786959299031,-0.02356194490192345,0.027925268031909273,-0.0020943951023931952,1.32389775,-0.02941995,9.845876599999999
2026-02-18 21:20:49.071,1771417249.071286,-0.07847752620405986,-0.002618328559516113,0.9968926751787233,0.0062782490755076414,0.006283185307179586,-0.0033161255787892262,0.00017453292519943296,0.7256921,-0.12748644999999997,9.7870367
2026-02-18 21:20:49.081,1771417249.081288,-0.07847697802465216,-0.00253133325230226,0.9968928998751084,0.006285097507698554,0.005235987755982988,-0.026878070480712675,-0.0019198621771937625,1.5004174499999998,-0.0784532,9.6301303
2026-02-18 21:20:49.091,1771417249.091436,-0.07865096691493846,-0.0025301526091968153,0.9968791948315312,0.0062844763630381184,0.0008726646259971648,0.006457718232379019,0.0,1.7455836999999998,-0.00980665,9.6301303
2026-02-18 21:20:49.101,1771417249.101428,-0.07847752620405986,-0.002618328559516113,0.9968926751787233,0.0062782490755076414,-0.02356194490192345,0.024609142453120045,-0.0,1.0493115499999999,-0.1372931,9.836069949999999
2026-02-18 21:20:49.111,1771417249.11157,-0.0784777543975106,-0.0026114800934495625,0.9968921235022499,0.006365244348845613,0.017976891295541596,-0.02356194490192345,0.0012217304763960308,0.9218251,-0.1569064,9.7870367
2026-02-18 21:20:49.121,1771417249.121628,-0.07856419331877917,-0.002523886930766931,0.9968854989021942,0.006371781654556481,0.006283185307179586,-0.015009831567151233,-0.0008726646259971648,1.61809725,-0.0588399,9.610517
2026-02-18 21:20:49.131,1771417249.131641,-0.07865118741292554,-0.0025232890079087238,0.9968786426116757,0.006371470459970164,-0.016057029118347832,0.02356194490192345,-0.0010471975511965976,1.5200307499999999,-0.0392266,9.738003449999999
2026-02-18 21:20:49.141,1771417249.141601,-0.0784777543975106,-0.0026114800934495625,0.9968921235022499,0.006365244348845613,-0.0022689280275926286,0.006457718232379019,0.0012217304763960308,0.67665885,-0.12748644999999997,9.8851032
2026-02-18 21:20:49.151,1771417249.15178,-0.07856397276894474,-0.0025307429403858923,0.9968860511491804,0.006284786959299031,0.012566370614359171,-0.02356194490192345,-0.0008726646259971648,1.26505785,-0.0784532,9.7281968
2026-02-18 21:20:49.162,1771417249.162209,-0.07865096691493846,-0.0025301526091968153,0.9968791948315312,0.0062844763630381184,0.0041887902047863905,-0.008552113334772215,-0.0008726646259971648,1.87307015,-0.0196133,9.483030549999999
2026-02-18 21:20:49.172,1771417249.172203,-0.07865174312913191,-0.0026102830709722625,0.9968784186173377,0.006364606824813322,-0.02356194490192345,0.027925268031909273,-0.0010471975511965976,1.22583125,-0.08825984999999999,9.836069949999999
2026-02-18 21:20:49.181,1771417249.181928,-0.07856497660572179,-0.0026040255144838807,0.9968847156152517,0.006451920238273665,0.010471975511965976,-0.009773843811168246,-0.0008726646259971648,0.7158854499999999,-0.18632634999999997,9.79684335
2026-02-18 21:20:49.191,1771417249.191998,-0.07865197061981796,-0.002603419401641555,0.9968778594047832,0.00645160085370323,0.008377580409572781,-0.02356194490192345,-0.0008726646259971648,1.5298374,-0.0784532,9.63993695
2026-02-18 21:20:49.201,1771417249.201581,-0.0788251738036666,-0.0025220931045490287,0.9968649072556959,0.006370847925235334,-0.0022689280275926286,0.008552113334772215,0.0,1.7161637499999998,0.0196133,9.581097049999999
2026-02-18 21:20:49.211,1771417249.211949,-0.07865174312913191,-0.0026102830709722625,0.9968784186173377,0.006364606824813322,-0.020245819323134222,0.020420352248333655,-0.0020943951023931952,0.8531785499999999,-0.12748644999999997,9.973363049999998
2026-02-18 21:20:49.221,1771417249.221722,-0.07865197061981796,-0.002603419401641555,0.9968778594047832,0.00645160085370323,0.022165681500327987,-0.026878070480712675,0.00017453292519943296,1.0395048999999998,-0.1176798,9.6889702
2026-02-18 21:20:49.231,1771417249.231857,-0.07873840075462134,-0.0025158198537181932,0.996871218945159,0.00645815266628776,0.003141592653589793,-0.021467549799530253,-0.0019198621771937625,1.7946169499999998,-0.02941995,9.54187045
2026-02-18 21:20:49.241,1771417249.241877,-0.0788253935976659,-0.00251521430087267,0.9968643474985542,0.0064578407750127435,-0.01710422666954443,0.024609142453120045,-0.0020943951023931952,1.4219642499999998,-0.04903325,9.747810099999999
2026-02-18 21:20:49.251,1771417249.251695,-0.07865219751153503,-0.0025965557124846927,0.9968772926005699,0.006538594833461166,-0.0022689280275926286,0.009599310885968814,0.0,0.7060787999999999,-0.17651969999999997,9.80665
