human_time,timestamp,x,y,vx,yaw
2026-02-18 21:21:10.162,1771417270.162596,-36.74542777346861,-9.538869189618039,2.658628877722158,-2.5296755186640754
2026-02-18 21:21:10.172,1771417270.172471,-36.767067501716674,-9.554033278736231,2.658628877722158,-2.5303619752096185
2026-02-18 21:21:10.182,1771417270.182574,-36.789055966369254,-9.569418749354988,2.658628877722158,-2.5310637274819205
2026-02-18 21:21:10.192,1771417270.192608,-36.810843768544046,-9.584647632042934,2.658628877722158,-2.531562535379307
2026-02-18 21:21:10.202,1771417270.202439,-36.83240107117673,-9.599692891992479,2.658628877722158,-2.5322644231796447
2026-02-18 21:21:10.212,1771417270.21246,-36.854371082239126,-9.61500293126552,2.658628877722158,-2.5329766499477078
2026-02-18 21:21:10.222,1771417270.222689,-36.87661363069414,-9.630480639811523,2.658628877722158,-2.5336503542653888
2026-02-18 21:21:10.232,1771417270.232351,-36.89791651993369,-9.64528228994263,2.658628877722158,-2.534352405946228
2026-02-18 21:21:10.242,1771417270.2427,-36.91983293282996,-9.660488430918797,2.658628877722158,-2.535023455595156
2026-02-18 21:21:10.252,1771417270.252394,-36.941539118238346,-9.67552052781834,2.658628877722158,-2.535900455733131
2026-02-18 21:21:10.262,1771417270.262278,-36.963445156034076,-9.690669289888403,2.658628877722158,-2.536571438450263
2026-02-18 21:21:10.272,1771417270.272404,-36.98533968228331,-9.705787881159761,2.658628877722158,-2.537258006885745
2026-02-18 21:21:10.282,1771417270.282428,-37.00729002599337,-9.720922679263982,2.658628877722158,-2.5379473697654094
2026-02-18 21:21:10.292,1771417270.292338,-37.029199423178746,-9.736001830655907,2.658628877722158,-2.5387959300309553
2026-02-18 21:21:10.302,1771417270.302506,-37.05116736015958,-9.751099892799658,2.658628877722158,-2.53945661673277
2026-02-18 21:21:10.312,1771417270.312464,-37.072977279529994,-9.766066389914588,2.658628877722158,-2.5401720668733225
2026-02-18 21:21:10.322,1771417270.322536,-37.09509828896668,-9.781224973078059,2.648184044749555,-2.540829797949081
2026-02-18 21:21:10.333,1771417270.333116,-37.116409346936926,-9.79580744519083,2.648184044749555,-2.541503386827115
