time,utm_x,utm_y,path_type,vehicle_yaw_deg,path_yaw_deg,cte_meter,k_gain,v_kmh,target_steer_deg,current_steer_deg,kp,ki,kd,closest_cluster_dist,r_state,y_state,g_state,f_state,l_state,light_area,stopline_dist
17:07:19.276,399739.8558,4091875.4106,global,-16.73,-16.72,0.846,2.00,0.00,22.00,-21.91,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.325,399739.8558,4091875.4106,global,-16.72,-16.72,0.846,2.00,0.00,22.00,-21.96,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.376,399739.8558,4091875.4106,global,-16.72,-16.72,0.846,2.00,0.00,22.00,-21.96,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.427,399739.8558,4091875.4106,global,-16.67,-16.72,0.846,2.00,0.00,22.00,-21.96,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.479,399739.8558,4091875.4106,global,-16.60,-16.72,0.846,2.00,0.55,22.00,-15.91,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.528,399739.8558,4091875.4106,global,-16.56,-16.72,0.846,2.00,0.55,22.00,-15.91,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.577,399739.8558,4091875.4106,global,-16.55,-16.72,0.846,2.00,1.81,22.00,-4.96,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.626,399739.8735,4091875.3993,global,-16.63,-16.72,0.840,2.00,1.81,22.00,-4.96,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.679,399739.8735,4091875.3993,global,-16.73,-16.72,0.840,2.00,1.81,22.00,-4.96,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.730,399739.8735,4091875.3993,global,-17.00,-16.72,0.840,2.00,2.56,22.00,11.44,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.776,399739.8735,4091875.3993,global,-17.45,-16.72,0.840,2.00,2.56,22.00,11.44,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.827,399739.9177,4091875.3766,global,-17.82,-16.72,0.831,2.00,2.56,22.00,11.44,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.876,399739.9177,4091875.3766,global,-18.22,-16.72,0.831,2.00,0.96,22.00,19.15,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.928,399739.9177,4091875.3766,global,-18.89,-16.72,0.831,2.00,0.96,22.00,19.15,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:19.980,399739.9177,4091875.3766,global,-19.34,-16.72,0.831,2.00,1.21,22.00,18.01,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.026,399739.9177,4091875.3766,global,-20.02,-16.72,0.831,2.00,1.21,22.00,18.01,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.081,399739.9177,4091875.3766,global,-20.45,-16.72,0.831,2.00,1.21,22.00,18.01,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.131,399739.9794,4091875.3204,global,-20.91,-13.44,0.794,2.00,1.21,22.00,15.21,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.176,399739.9794,4091875.3204,global,-21.66,-13.44,0.794,2.00,1.18,22.00,15.21,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.230,399739.9794,4091875.3204,global,-22.44,-13.44,0.794,2.00,1.18,22.00,15.21,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.283,399739.9794,4091875.3204,global,-22.99,-13.44,0.794,2.00,1.66,22.00,16.61,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.326,399739.9794,4091875.3204,global,-23.84,-13.44,0.794,2.00,1.66,22.00,16.61,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.376,399740.0766,4091875.2638,global,-24.77,-20.28,0.761,2.00,1.66,22.00,16.61,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.429,399740.0766,4091875.2638,global,-25.43,-20.28,0.761,2.00,1.80,22.00,17.13,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.479,399740.0766,4091875.2638,global,-26.07,-20.28,0.761,2.00,1.80,22.00,17.13,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.531,399740.0766,4091875.2638,global,-27.02,-20.28,0.761,2.00,2.17,22.00,17.12,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.581,399740.0766,4091875.2638,global,-27.67,-20.28,0.761,2.00,2.17,22.00,17.12,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.630,399740.1825,4091875.1849,global,-28.74,-26.29,0.715,2.00,2.20,22.00,17.07,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.678,399740.1825,4091875.1849,global,-29.50,-26.29,0.715,2.00,2.20,22.00,17.07,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.725,399740.1825,4091875.1849,global,-30.58,-26.29,0.715,2.00,2.20,22.00,17.07,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.776,399740.1825,4091875.1849,global,-31.69,-26.29,0.715,2.00,2.12,22.00,17.08,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.826,399740.2790,4091875.0617,global,-32.49,-26.29,0.647,2.00,2.12,22.00,17.08,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.875,399740.2790,4091875.0617,global,-33.71,-26.29,0.647,2.00,2.17,22.00,17.07,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.928,399740.2790,4091875.0617,global,-34.50,-26.29,0.647,2.00,2.17,22.00,17.07,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:20.981,399740.2790,4091875.0617,global,-35.29,-26.29,0.647,2.00,2.40,22.00,17.09,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.028,399740.2790,4091875.0617,global,-36.53,-26.29,0.647,2.00,2.40,22.00,17.09,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.082,399740.2790,4091875.0617,global,-37.37,-26.29,0.647,2.00,2.40,22.00,17.09,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.128,399740.3754,4091874.9274,global,-38.56,-13.44,0.540,2.00,2.40,22.00,17.29,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.178,399740.3754,4091874.9274,global,-39.38,-13.44,0.540,2.00,2.54,21.27,17.29,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.230,399740.3754,4091874.9274,global,-40.64,-13.44,0.540,2.00,2.54,20.01,17.29,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.276,399740.3754,4091874.9274,global,-41.89,-13.44,0.540,2.00,2.87,18.76,17.10,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.327,399740.3754,4091874.9274,global,-42.76,-13.44,0.540,2.00,2.87,17.89,17.10,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.380,399740.4716,4091874.7820,global,-43.69,-14.67,0.420,2.00,2.87,11.00,17.10,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.428,399740.4716,4091874.7820,global,-45.07,-14.67,0.420,2.00,2.60,9.63,17.16,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.479,399740.4716,4091874.7820,global,-46.01,-14.67,0.420,2.00,2.60,8.68,17.16,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.529,399740.4716,4091874.7820,global,-47.53,-14.67,0.420,2.00,2.82,7.16,17.17,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.576,399740.4716,4091874.7820,global,-48.56,-14.67,0.420,2.00,2.82,6.14,17.17,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.626,399740.5495,4091874.5925,global,-50.03,-14.67,0.256,2.00,2.82,-8.23,17.17,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.680,399740.5495,4091874.5925,global,-50.97,-14.67,0.256,2.00,3.09,-9.17,12.30,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.728,399740.5495,4091874.5925,global,-52.20,-14.67,0.256,2.00,3.09,-10.39,12.30,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.775,399740.5495,4091874.5925,global,-52.90,-14.67,0.256,2.00,2.99,-11.10,4.88,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.826,399740.5495,4091874.5925,global,-53.75,-14.67,0.256,2.00,2.99,-11.94,4.88,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.878,399740.6363,4091874.4028,global,-54.24,-24.67,0.104,2.00,2.99,-17.87,4.88,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.928,399740.6363,4091874.4028,global,-54.79,-24.67,0.104,2.00,3.12,-18.42,-7.49,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:21.979,399740.6363,4091874.4028,global,-54.86,-24.67,0.104,2.00,3.12,-18.49,-7.49,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.029,399740.6363,4091874.4028,global,-54.66,-24.67,0.104,2.00,3.02,-18.29,-16.68,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.077,399740.6363,4091874.4028,global,-54.36,-24.67,0.104,2.00,3.02,-17.99,-16.68,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.130,399740.7228,4091874.1910,global,-53.59,-5.13,-0.074,2.00,3.02,-22.00,-16.68,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.177,399740.7228,4091874.1910,global,-52.96,-5.13,-0.074,2.00,3.10,-22.00,-22.00,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.225,399740.7228,4091874.1910,global,-52.15,-5.13,-0.074,2.00,3.10,-22.00,-22.00,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.307,399740.7228,4091874.1910,global,-51.67,-5.13,-0.074,2.00,3.10,-22.00,-22.00,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.326,399740.8365,4091874.0232,global,-50.91,-5.43,-0.231,2.00,3.10,-22.00,-22.00,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.375,399740.8365,4091874.0232,global,-50.32,-5.43,-0.231,2.00,3.34,-22.00,-17.20,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.427,399740.8365,4091874.0232,global,-50.01,-5.43,-0.231,2.00,3.34,-22.00,-17.20,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.477,399740.8365,4091874.0232,global,-49.65,-5.43,-0.231,2.00,3.39,-22.00,-16.00,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.526,399740.8365,4091874.0232,global,-49.15,-5.43,-0.231,2.00,3.39,-22.00,-16.00,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.578,399740.8365,4091874.0232,global,-48.82,-5.43,-0.231,2.00,3.43,-22.00,-15.63,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.628,399740.9676,4091873.8108,global,-48.35,-0.68,-0.433,2.00,3.43,-22.00,-15.63,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.677,399740.9676,4091873.8108,global,-48.01,-0.68,-0.433,2.00,3.43,-22.00,-17.72,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.727,399740.9676,4091873.8108,global,-47.37,-0.68,-0.433,2.00,3.43,-22.00,-17.72,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.779,399740.9676,4091873.8108,global,-46.92,-0.68,-0.433,2.00,3.59,-22.00,-19.62,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.828,399740.9676,4091873.8108,global,-46.23,-0.68,-0.433,2.00,3.59,-22.00,-19.62,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.878,399741.1079,4091873.6317,global,-45.75,-6.15,-0.592,2.00,3.59,-22.00,-19.62,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.930,399741.1079,4091873.6317,global,-45.00,-6.15,-0.592,2.00,3.46,-22.00,-20.40,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:22.975,399741.1079,4091873.6317,global,-44.34,-6.15,-0.592,2.00,3.46,-22.00,-20.40,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
17:07:23.025,399741.1079,4091873.6317,global,-43.88,-6.15,-0.592,2.00,3.46,-22.00,-20.40,9.00,0.30,0.50,99.00,0,0,0,0,0,0.00,999.00
