time,utm_x,utm_y,path_type,vehicle_yaw_deg,path_yaw_deg,cte_meter,k_gain,v_kmh,target_steer_deg,current_steer_deg,kp,ki,kd,closest_cluster_dist,r_state,y_state,g_state,f_state,l_state,light_area,stopline_dist
17:02:43.833,399740.2078,4091874.3080,global,-6.61,-6.61,-0.089,2.00,0.00,-10.12,21.99,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:43.884,399740.2078,4091874.3080,global,-6.61,-6.61,-0.089,2.00,0.00,-10.12,21.99,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:43.933,399740.2078,4091874.3080,global,-6.63,-6.61,-0.089,2.00,0.00,-10.14,21.99,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:43.983,399740.2078,4091874.3080,global,-6.69,-6.61,-0.089,2.00,0.00,-10.20,21.99,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.033,399740.2078,4091874.3080,global,-6.86,-6.61,-0.089,2.00,0.28,-10.37,21.10,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.084,399740.2076,4091874.2969,global,-7.01,-6.61,-0.100,2.00,0.28,-11.74,21.10,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.133,399740.2076,4091874.2969,global,-7.11,-6.61,-0.100,2.00,0.20,-11.84,7.65,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.183,399740.2076,4091874.2969,global,-7.13,-6.61,-0.100,2.00,0.20,-11.86,7.65,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.232,399740.2076,4091874.2969,global,-7.18,-6.61,-0.100,2.00,0.40,-11.91,-4.84,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.284,399740.2076,4091874.2969,global,-7.14,-6.61,-0.100,2.00,0.40,-11.87,-4.84,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.332,399740.2431,4091874.2854,global,-7.00,-6.61,-0.108,2.00,0.40,-12.54,-4.84,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.382,399740.2431,4091874.2854,global,-6.84,-6.61,-0.108,2.00,0.70,-12.37,-1.89,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.432,399740.2431,4091874.2854,global,-6.68,-6.61,-0.108,2.00,0.70,-12.22,-1.89,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.483,399740.2431,4091874.2854,global,-6.70,-6.61,-0.108,2.00,1.40,-12.23,2.59,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.533,399740.2431,4091874.2854,global,-6.80,-6.61,-0.108,2.00,1.40,-12.33,2.59,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.583,399740.3143,4091874.2846,global,-6.80,-13.44,-0.099,2.00,1.40,-4.59,2.59,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.633,399740.3143,4091874.2846,global,-6.60,-13.44,-0.099,2.00,1.23,-4.39,-9.20,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.683,399740.3143,4091874.2846,global,-6.31,-13.44,-0.099,2.00,1.23,-4.10,-9.20,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.733,399740.3143,4091874.2846,global,-5.77,-13.44,-0.099,2.00,1.23,-3.56,-9.20,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.783,399740.3143,4091874.2846,global,-5.39,-13.44,-0.099,2.00,1.50,-3.18,-9.69,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.833,399740.4034,4091874.2835,global,-4.90,-14.67,-0.080,2.00,1.50,0.72,-9.69,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.883,399740.4034,4091874.2835,global,-4.67,-14.67,-0.080,2.00,1.60,0.95,-6.76,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.933,399740.4034,4091874.2835,global,-4.36,-14.67,-0.080,2.00,1.60,1.26,-6.76,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:44.983,399740.4034,4091874.2835,global,-4.13,-14.67,-0.080,2.00,1.60,1.49,-6.76,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:45.033,399740.4034,4091874.2835,global,-3.81,-14.67,-0.080,2.00,1.79,1.81,2.89,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:45.083,399740.5457,4091874.2707,global,-3.72,-24.67,-0.054,2.00,1.79,14.75,2.89,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:45.133,399740.5457,4091874.2707,global,-3.92,-24.67,-0.054,2.00,2.02,14.55,9.97,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:45.183,399740.5457,4091874.2707,global,-4.18,-24.67,-0.054,2.00,2.02,14.29,9.97,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:45.233,399740.5457,4091874.2707,global,-4.61,-24.67,-0.054,2.00,2.02,13.86,9.97,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:45.284,399740.5457,4091874.2707,global,-5.06,-24.67,-0.054,2.00,3.01,13.41,21.99,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:45.333,399740.6969,4091874.2579,global,-6.14,-5.13,-0.010,2.00,3.01,-2.11,21.99,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:45.383,399740.6969,4091874.2579,global,-7.02,-5.13,-0.010,2.00,2.00,-2.99,21.99,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:45.433,399740.6969,4091874.2579,global,-8.25,-5.13,-0.010,2.00,2.00,-4.22,21.99,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
17:02:45.483,399740.6969,4091874.2579,global,-8.90,-5.13,-0.010,2.00,2.00,-4.87,21.99,10.00,0.00,1.00,99.00,0,0,0,0,0,0.00,999.00
